2;.jpg;22/02/2025 11:20:00
2;.jpg;22/02/2025 11:35:00
2;.jpg;22/02/2025 11:50:00
2;.jpg;22/02/2025 12:05:00
2;.jpg;22/02/2025 12:20:00
2;.jpg;22/02/2025 12:35:00
2;.jpg;22/02/2025 12:50:00
2;.jpg;22/02/2025 13:05:00
2;.jpg;22/02/2025 13:20:00
2;.jpg;22/02/2025 13:35:00
2;.jpg;22/02/2025 13:50:00
2;.jpg;22/02/2025 14:05:00
2;.jpg;22/02/2025 14:20:00
2;.jpg;22/02/2025 14:35:00
2;.jpg;22/02/2025 14:50:00
2;.jpg;22/02/2025 15:05:00
2;.jpg;22/02/2025 15:20:00
2;.jpg;22/02/2025 15:35:00
2;.jpg;22/02/2025 15:50:00
2;.jpg;22/02/2025 16:05:00
2;.jpg;22/02/2025 16:20:00
2;.jpg;22/02/2025 16:35:00
2;.jpg;22/02/2025 16:50:00
2;.jpg;22/02/2025 17:05:00
2;.jpg;22/02/2025 17:20:00
2;.jpg;22/02/2025 17:35:00
2;.jpg;22/02/2025 17:50:00
2;.jpg;22/02/2025 18:05:00
2;.jpg;22/02/2025 18:20:00
2;.jpg;22/02/2025 18:35:00
